"報名","日期","版次","系統代碼","標題","廣告主","分類","品牌","影像URL"
"社會日報","1940-01-24","3","578916","砒製梅毒特效藥","信誼化學製藥廠","中西藥業  ","新惜花散  ","https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E7%A4%BE%E6%9C%83%E6%97%A5%E5%A0%B1&listNo=578916"
"蘇州新報","1940-01-24","02","1674450","患花柳白濁注意 介之醫院","廣告",,,"https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E8%98%87%E5%B7%9E%E6%96%B0%E5%A0%B1&listNo=1674450"
"蘇州新報","1940-01-24","02","1674452","感謝採芝堂大藥房靈藥治愈白濁梅毒","廣告",,,"https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E8%98%87%E5%B7%9E%E6%96%B0%E5%A0%B1&listNo=1674452"
"蘇州新報","1940-01-24","06","1674549","強身保腎丸 國藥淋濁丸 濟羣大藥社","廣告",,,"https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E8%98%87%E5%B7%9E%E6%96%B0%E5%A0%B1&listNo=1674549"
"社會日報","1940-01-25","2/3","578944","專治花柳生殖泌尿科","克倫醫院","中西藥業  ","克倫醫院  ","https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E7%A4%BE%E6%9C%83%E6%97%A5%E5%A0%B1&listNo=578944"
"社會日報","1940-01-25","3","578954","德國白濁專藥","德國戚爾鄧大藥房、上海柯爾登洋行","中西藥業  ","梅濁剋星  ","https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E7%A4%BE%E6%9C%83%E6%97%A5%E5%A0%B1&listNo=578954"
"蘇州新報","1940-01-25","02","1674608","感謝採芝堂大藥房靈藥治愈白濁梅毒","廣告",,,"https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E8%98%87%E5%B7%9E%E6%96%B0%E5%A0%B1&listNo=1674608"
"蘇州新報","1940-01-25","02","1674606","患花柳白濁者注意 介之醫院","廣告",,,"https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E8%98%87%E5%B7%9E%E6%96%B0%E5%A0%B1&listNo=1674606"
"蘇州新報","1940-01-25","06","1674687","強身保腎丸 國藥淋濁丸 濟羣大藥社","廣告",,,"https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E8%98%87%E5%B7%9E%E6%96%B0%E5%A0%B1&listNo=1674687"
"蘇州新報","1940-01-25","02","1674609","朱少琴秘製濕毒丹","廣告",,,"https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E8%98%87%E5%B7%9E%E6%96%B0%E5%A0%B1&listNo=1674609"
"社會日報","1940-01-26","2/3","578985","專治小兒胎毒濕毒","黃惠光","中西藥業  ","黃惠光  ","https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E7%A4%BE%E6%9C%83%E6%97%A5%E5%A0%B1&listNo=578985"
"社會日報","1940-01-26","1/4","578965","專治花柳生殖泌尿科","克倫醫院","中西藥業  ","克倫醫院  ","https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E7%A4%BE%E6%9C%83%E6%97%A5%E5%A0%B1&listNo=578965"
"蘇州新報","1940-01-26","06","1674810","強身保腎丸 國藥淋濁丸 濟羣大藥社","廣告",,,"https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E8%98%87%E5%B7%9E%E6%96%B0%E5%A0%B1&listNo=1674810"
"社會日報","1940-01-27","2/3","578998","專治花柳生殖泌尿科","克倫醫院","中西藥業  ","克倫醫院  ","https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E7%A4%BE%E6%9C%83%E6%97%A5%E5%A0%B1&listNo=578998"
"社會日報","1940-01-27","3","579010","德國白濁專藥","德國戚爾鄧大藥房、上海柯爾登洋行","中西藥業  ","梅濁剋星  ","https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E7%A4%BE%E6%9C%83%E6%97%A5%E5%A0%B1&listNo=579010"
"社會日報","1940-01-27","4","1444379","淋病講座　","其他",,,"https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E7%A4%BE%E6%9C%83%E6%97%A5%E5%A0%B1&listNo=1444379"
"蘇州新報","1940-01-27","02","1674845","感謝採芝堂大藥房靈藥治愈白濁梅毒","廣告",,,"https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E8%98%87%E5%B7%9E%E6%96%B0%E5%A0%B1&listNo=1674845"
"蘇州新報","1940-01-27","06","1674997","強身保腎丸 國藥淋濁丸 濟羣大藥社","廣告",,,"https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E8%98%87%E5%B7%9E%E6%96%B0%E5%A0%B1&listNo=1674997"
"蘇州新報","1940-01-27","02","1674841","皮膚花柳科 介之醫院","廣告",,,"https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E8%98%87%E5%B7%9E%E6%96%B0%E5%A0%B1&listNo=1674841"
"社會日報","1940-01-28","4","579019","專治花柳生殖泌尿科","克倫醫院","中西藥業  ","克倫醫院  ","https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E7%A4%BE%E6%9C%83%E6%97%A5%E5%A0%B1&listNo=579019"
"社會日報","1940-01-28","4","1431590","淋病講座　","其他",,,"https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E7%A4%BE%E6%9C%83%E6%97%A5%E5%A0%B1&listNo=1431590"
"社會日報","1940-01-28","3","579045","德國白濁專藥","德國戚爾鄧大藥房、上海柯爾登洋行","中西藥業  ","梅濁剋星  ","https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E7%A4%BE%E6%9C%83%E6%97%A5%E5%A0%B1&listNo=579045"
"社會日報","1940-01-28","2/3","579037","專治小兒胎毒濕毒","黃惠光","中西藥業  ","黃惠光  ","https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E7%A4%BE%E6%9C%83%E6%97%A5%E5%A0%B1&listNo=579037"
"蘇州新報","1940-01-28","06","1675141","強身保腎丸 國藥淋濁丸 濟羣大藥社","廣告",,,"https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E8%98%87%E5%B7%9E%E6%96%B0%E5%A0%B1&listNo=1675141"
"社會日報","1940-01-29","3","579064","德國白濁專藥","德國戚爾鄧大藥房、上海柯爾登洋行","中西藥業  ","梅濁剋星  ","https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E7%A4%BE%E6%9C%83%E6%97%A5%E5%A0%B1&listNo=579064"
"社會日報","1940-01-29","2/3","579053","專治花柳生殖泌尿科","克倫醫院","中西藥業  ","克倫醫院  ","https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E7%A4%BE%E6%9C%83%E6%97%A5%E5%A0%B1&listNo=579053"
"社會日報","1940-01-29","4","1437522","淋病講座　","其他",,,"https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E7%A4%BE%E6%9C%83%E6%97%A5%E5%A0%B1&listNo=1437522"
"社會日報","1940-01-30","4","1437551","淋病講座　","其他",,,"https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E7%A4%BE%E6%9C%83%E6%97%A5%E5%A0%B1&listNo=1437551"
"社會日報","1940-01-30","2/3","579092","專治小兒胎毒濕毒","黃惠光","中西藥業  ","黃惠光  ","https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E7%A4%BE%E6%9C%83%E6%97%A5%E5%A0%B1&listNo=579092"
"社會日報","1940-01-30","4","579073","專治花柳生殖泌尿科","克倫醫院","中西藥業  ","克倫醫院  ","https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E7%A4%BE%E6%9C%83%E6%97%A5%E5%A0%B1&listNo=579073"
"社會日報","1940-01-30","3","579098","德國白濁專藥","德國戚爾鄧大藥房、上海柯爾登洋行","中西藥業  ","梅濁剋星  ","https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E7%A4%BE%E6%9C%83%E6%97%A5%E5%A0%B1&listNo=579098"
"蘇州新報","1940-01-30","02","1675189","花柳病一般症狀 介之醫院","廣告",,,"https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E8%98%87%E5%B7%9E%E6%96%B0%E5%A0%B1&listNo=1675189"
"蘇州新報","1940-01-30","02","1675187","感謝採芝堂大藥房靈藥治愈白濁梅毒","廣告",,,"https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E8%98%87%E5%B7%9E%E6%96%B0%E5%A0%B1&listNo=1675187"
"蘇州新報","1940-01-30","06","1675278","強身保腎丸 國藥淋濁丸 濟羣大藥社","廣告",,,"https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E8%98%87%E5%B7%9E%E6%96%B0%E5%A0%B1&listNo=1675278"
"社會日報","1940-01-31","4","1433689","淋病講座","其他",,,"https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E7%A4%BE%E6%9C%83%E6%97%A5%E5%A0%B1&listNo=1433689"
"社會日報","1940-01-31","2/3","579108","專治花柳生殖泌尿科","克倫醫院","中西藥業  ","克倫醫院  ","https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E7%A4%BE%E6%9C%83%E6%97%A5%E5%A0%B1&listNo=579108"
"社會日報","1940-02-01","4","1443720","淋病講座　","其他",,,"https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E7%A4%BE%E6%9C%83%E6%97%A5%E5%A0%B1&listNo=1443720"
"社會日報","1940-02-01","4","579131","專治花柳生殖泌尿科","克倫醫院","中西藥業  ","克倫醫院  ","https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E7%A4%BE%E6%9C%83%E6%97%A5%E5%A0%B1&listNo=579131"
"社會日報","1940-02-01","2/3","579152","專治小兒胎毒濕毒","黃惠光","中西藥業  ","黃惠光  ","https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E7%A4%BE%E6%9C%83%E6%97%A5%E5%A0%B1&listNo=579152"
"社會日報","1940-02-01","3","579136","砒製梅毒特效藥","信誼化學製藥廠","中西藥業  ","新惜花散  ","https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E7%A4%BE%E6%9C%83%E6%97%A5%E5%A0%B1&listNo=579136"
"蘇州新報","1940-02-01","06","1675552","強身保腎丸 國藥淋濁丸 濟羣大藥社","廣告",,,"https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E8%98%87%E5%B7%9E%E6%96%B0%E5%A0%B1&listNo=1675552"
"蘇州新報","1940-02-01","02","1675446","感謝採芝堂大藥房靈藥治愈白濁梅毒","廣告",,,"https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E8%98%87%E5%B7%9E%E6%96%B0%E5%A0%B1&listNo=1675446"
"社會日報","1940-02-02","4","1452057","淋病講座　","其他",,,"https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E7%A4%BE%E6%9C%83%E6%97%A5%E5%A0%B1&listNo=1452057"
"社會日報","1940-02-02","3","579174","德國白濁專藥","德國戚爾鄧大藥房、上海柯爾登洋行","中西藥業  ","梅濁剋星  ","https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E7%A4%BE%E6%9C%83%E6%97%A5%E5%A0%B1&listNo=579174"
"社會日報","1940-02-02","2/3","579164","專治花柳生殖泌尿科","克倫醫院","中西藥業  ","克倫醫院  ","https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E7%A4%BE%E6%9C%83%E6%97%A5%E5%A0%B1&listNo=579164"
"蘇州新報","1940-02-02","06","1675699","強身保腎丸 國藥淋濁丸 濟羣大藥社","廣告",,,"https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E8%98%87%E5%B7%9E%E6%96%B0%E5%A0%B1&listNo=1675699"
"蘇州新報","1940-02-02","02","1675599","感謝採芝堂大藥房靈藥治愈白濁梅毒","廣告",,,"https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E8%98%87%E5%B7%9E%E6%96%B0%E5%A0%B1&listNo=1675599"
"社會日報","1940-02-03","4","1423298","淋病講座　","其他",,,"https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E7%A4%BE%E6%9C%83%E6%97%A5%E5%A0%B1&listNo=1423298"
"社會日報","1940-02-03","2/3","579205","專治小兒胎毒濕毒","黃惠光","中西藥業  ","黃惠光  ","https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E7%A4%BE%E6%9C%83%E6%97%A5%E5%A0%B1&listNo=579205"
"社會日報","1940-02-03","4","579184","專治花柳生殖泌尿科","克倫醫院","中西藥業  ","克倫醫院  ","https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E7%A4%BE%E6%9C%83%E6%97%A5%E5%A0%B1&listNo=579184"
"蘇州新報","1940-02-03","05","1675809","白濁病一般症狀 介之醫院","廣告",,,"https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E8%98%87%E5%B7%9E%E6%96%B0%E5%A0%B1&listNo=1675809"
"蘇州新報","1940-02-03","02","1675742","感謝採芝堂大藥房靈藥治愈白濁梅毒","廣告",,,"https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E8%98%87%E5%B7%9E%E6%96%B0%E5%A0%B1&listNo=1675742"
"蘇州新報","1940-02-03","06","1675834","強身保腎丸 國藥淋濁丸 濟羣大藥社","廣告",,,"https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E8%98%87%E5%B7%9E%E6%96%B0%E5%A0%B1&listNo=1675834"
"社會日報","1940-02-04","3","579229","德國白濁專藥","德國戚爾鄧大藥房、上海柯爾登洋行","中西藥業  ","梅濁剋星  ","https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E7%A4%BE%E6%9C%83%E6%97%A5%E5%A0%B1&listNo=579229"
"社會日報","1940-02-04","1","1421004","淋病講座　","其他",,,"https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E7%A4%BE%E6%9C%83%E6%97%A5%E5%A0%B1&listNo=1421004"
"社會日報","1940-02-04","2/3","579219","專治花柳生殖泌尿科","克倫醫院","中西藥業  ","克倫醫院  ","https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E7%A4%BE%E6%9C%83%E6%97%A5%E5%A0%B1&listNo=579219"
"蘇州新報","1940-02-04","06","1676012","強身保腎丸 國藥淋濁丸 濟羣大藥社","廣告",,,"https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E8%98%87%E5%B7%9E%E6%96%B0%E5%A0%B1&listNo=1676012"
"蘇州新報","1940-02-04","02","1675880","感謝採芝堂大藥房靈藥治愈白濁梅毒","廣告",,,"https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E8%98%87%E5%B7%9E%E6%96%B0%E5%A0%B1&listNo=1675880"
"社會日報","1940-02-05","2/3","579260","專治小兒胎毒濕毒","黃惠光","中西藥業  ","黃惠光  ","https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E7%A4%BE%E6%9C%83%E6%97%A5%E5%A0%B1&listNo=579260"
"社會日報","1940-02-05","4","579241","專治花柳生殖泌尿科","克倫醫院","中西藥業  ","克倫醫院  ","https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E7%A4%BE%E6%9C%83%E6%97%A5%E5%A0%B1&listNo=579241"
"社會日報","1940-02-05","4","1433321","淋病講座　","其他",,,"https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E7%A4%BE%E6%9C%83%E6%97%A5%E5%A0%B1&listNo=1433321"
"蘇州新報","1940-02-05","06","1676213","強身保腎丸 國藥淋濁丸 濟羣大藥社","廣告",,,"https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E8%98%87%E5%B7%9E%E6%96%B0%E5%A0%B1&listNo=1676213"
"蘇州新報","1940-02-05","02","1676053","感謝採芝堂大藥房靈藥治愈白濁梅毒","廣告",,,"https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E8%98%87%E5%B7%9E%E6%96%B0%E5%A0%B1&listNo=1676053"
"社會日報","1940-02-06","4","1452073","淋病講座　","其他",,,"https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E7%A4%BE%E6%9C%83%E6%97%A5%E5%A0%B1&listNo=1452073"
"社會日報","1940-02-06","2/3","579278","專治花柳生殖泌尿科","克倫醫院","中西藥業  ","克倫醫院  ","https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E7%A4%BE%E6%9C%83%E6%97%A5%E5%A0%B1&listNo=579278"
"社會日報","1940-02-06","3","579291","德國白濁專藥","德國戚爾鄧大藥房、上海柯爾登洋行","中西藥業  ","梅濁剋星  ","https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E7%A4%BE%E6%9C%83%E6%97%A5%E5%A0%B1&listNo=579291"
"社會日報","1940-02-06","4","579281","砒製梅毒特效藥","信誼化學製藥廠","中西藥業  ","新惜花散  ","https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E7%A4%BE%E6%9C%83%E6%97%A5%E5%A0%B1&listNo=579281"
"蘇州新報","1940-02-06","02","1676250","感謝採芝堂大藥房靈藥治愈白濁梅毒","廣告",,,"https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E8%98%87%E5%B7%9E%E6%96%B0%E5%A0%B1&listNo=1676250"
"蘇州新報","1940-02-06","06","1676443","強身保腎丸 國藥淋濁丸 濟羣大藥社","廣告",,,"https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E8%98%87%E5%B7%9E%E6%96%B0%E5%A0%B1&listNo=1676443"
"蘇州新報","1940-02-07","06","1676570","強身保腎丸 國藥淋濁丸 濟羣大藥社","廣告",,,"https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E8%98%87%E5%B7%9E%E6%96%B0%E5%A0%B1&listNo=1676570"
"蘇州新報","1940-02-07","06","1676561","感謝採芝堂大藥房靈藥治愈白濁梅毒","廣告",,,"https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E8%98%87%E5%B7%9E%E6%96%B0%E5%A0%B1&listNo=1676561"
"社會日報","1940-02-12","1","579319","德國白濁專藥","德國戚爾鄧大藥房、上海柯爾登洋行","中西藥業  ","梅濁剋星  ","https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E7%A4%BE%E6%9C%83%E6%97%A5%E5%A0%B1&listNo=579319"
"社會日報","1940-02-12","2/3","579303","專治花柳生殖泌尿科","克倫醫院","中西藥業  ","克倫醫院  ","https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E7%A4%BE%E6%9C%83%E6%97%A5%E5%A0%B1&listNo=579303"
"社會日報","1940-02-12","4","1434386","淋病講座　","其他",,,"https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E7%A4%BE%E6%9C%83%E6%97%A5%E5%A0%B1&listNo=1434386"
"社會日報","1940-02-12","3","579308","砒製梅毒特效藥","信誼化學製藥廠","中西藥業  ","新惜花散  ","https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E7%A4%BE%E6%9C%83%E6%97%A5%E5%A0%B1&listNo=579308"
"蘇州新報","1940-02-12","05","1676944","朱少琴秘製溼毒丹","廣告",,,"https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E8%98%87%E5%B7%9E%E6%96%B0%E5%A0%B1&listNo=1676944"
"蘇州新報","1940-02-12","06","1676959","強身保腎丸 國藥淋濁丸 濟羣大藥社","廣告",,,"https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E8%98%87%E5%B7%9E%E6%96%B0%E5%A0%B1&listNo=1676959"
"蘇州新報","1940-02-12","02","1676869","患花柳白濁者注意 介之醫院","廣告",,,"https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E8%98%87%E5%B7%9E%E6%96%B0%E5%A0%B1&listNo=1676869"
"蘇州新報","1940-02-12","05","1676943","感謝採芝堂大藥房靈藥治愈白濁梅毒","廣告",,,"https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E8%98%87%E5%B7%9E%E6%96%B0%E5%A0%B1&listNo=1676943"
"社會日報","1940-02-13","4","579330","專治花柳生殖泌尿科","克倫醫院","中西藥業  ","克倫醫院  ","https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E7%A4%BE%E6%9C%83%E6%97%A5%E5%A0%B1&listNo=579330"
"社會日報","1940-02-13","4","1446165","淋病講座　","其他",,,"https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E7%A4%BE%E6%9C%83%E6%97%A5%E5%A0%B1&listNo=1446165"
"社會日報","1940-02-13","2/3","579350","專治小兒胎毒濕毒","黃惠光","中西藥業  ","黃惠光  ","https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E7%A4%BE%E6%9C%83%E6%97%A5%E5%A0%B1&listNo=579350"
"蘇州新報","1940-02-13","02","1677001","朱少琴秘製溼毒丹","廣告",,,"https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E8%98%87%E5%B7%9E%E6%96%B0%E5%A0%B1&listNo=1677001"
"蘇州新報","1940-02-13","06","1677079","強身保腎丸 國藥淋濁丸 濟羣大藥社","廣告",,,"https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E8%98%87%E5%B7%9E%E6%96%B0%E5%A0%B1&listNo=1677079"
"蘇州新報","1940-02-13","02","1676996","患花柳白濁者注意 介之醫院","廣告",,,"https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E8%98%87%E5%B7%9E%E6%96%B0%E5%A0%B1&listNo=1676996"
"蘇州新報","1940-02-13","02","1677000","感謝採芝堂大藥房靈藥治愈白濁梅毒","廣告",,,"https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E8%98%87%E5%B7%9E%E6%96%B0%E5%A0%B1&listNo=1677000"
"社會日報","1940-02-14","4","1404551","淋病講座　","其他",,,"https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E7%A4%BE%E6%9C%83%E6%97%A5%E5%A0%B1&listNo=1404551"
"社會日報","1940-02-14","2/3","579366","專治花柳生殖泌尿科","克倫醫院","中西藥業  ","克倫醫院  ","https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E7%A4%BE%E6%9C%83%E6%97%A5%E5%A0%B1&listNo=579366"
"社會日報","1940-02-14","3","579378","德國白濁專藥","德國戚爾鄧大藥房、上海柯爾登洋行","中西藥業  ","梅濁剋星  ","https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E7%A4%BE%E6%9C%83%E6%97%A5%E5%A0%B1&listNo=579378"
"蘇州新報","1940-02-14","02","1677132","感謝採芝堂大藥房靈藥治愈白濁梅毒","廣告",,,"https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E8%98%87%E5%B7%9E%E6%96%B0%E5%A0%B1&listNo=1677132"
"蘇州新報","1940-02-14","06","1677277","強身保腎丸 國藥淋濁丸 濟羣大藥社","廣告",,,"https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E8%98%87%E5%B7%9E%E6%96%B0%E5%A0%B1&listNo=1677277"
"社會日報","1940-02-15","2/3","579409","專治小兒胎毒濕毒","黃惠光","中西藥業  ","黃惠光  ","https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E7%A4%BE%E6%9C%83%E6%97%A5%E5%A0%B1&listNo=579409"
"社會日報","1940-02-15","4","579390","專治花柳生殖泌尿科","克倫醫院","中西藥業  ","克倫醫院  ","https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E7%A4%BE%E6%9C%83%E6%97%A5%E5%A0%B1&listNo=579390"
"社會日報","1940-02-15","4","1436742","淋病講座　","其他",,,"https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E7%A4%BE%E6%9C%83%E6%97%A5%E5%A0%B1&listNo=1436742"
"社會日報","1940-02-15","3","579415","德國白濁專藥","德國戚爾鄧大藥房、上海柯爾登洋行","中西藥業  ","梅濁剋星  ","https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E7%A4%BE%E6%9C%83%E6%97%A5%E5%A0%B1&listNo=579415"
"蘇州新報","1940-02-15","02","1677332","感謝採芝堂大藥房靈藥治愈白濁梅毒","廣告",,,"https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E8%98%87%E5%B7%9E%E6%96%B0%E5%A0%B1&listNo=1677332"
"蘇州新報","1940-02-15","06","1677411","強身保腎丸 國藥淋濁丸 濟羣大藥社","廣告",,,"https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E8%98%87%E5%B7%9E%E6%96%B0%E5%A0%B1&listNo=1677411"
"蘇州新報","1940-02-15","02","1677333","朱少琴秘製溼毒丹","廣告",,,"https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E8%98%87%E5%B7%9E%E6%96%B0%E5%A0%B1&listNo=1677333"
"社會日報","1940-02-16","3","579431","砒製梅毒特效藥","信誼化學製藥廠","中西藥業  ","新惜花散  ","https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E7%A4%BE%E6%9C%83%E6%97%A5%E5%A0%B1&listNo=579431"
"社會日報","1940-02-16","2/3","579427","專治花柳生殖泌尿科","克倫醫院","中西藥業  ","克倫醫院  ","https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E7%A4%BE%E6%9C%83%E6%97%A5%E5%A0%B1&listNo=579427"
"社會日報","1940-02-16","4","1421805","淋病講座　","其他",,,"https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E7%A4%BE%E6%9C%83%E6%97%A5%E5%A0%B1&listNo=1421805"
"蘇州新報","1940-02-16","02","1677466","感謝採芝堂大藥房靈藥治愈白濁梅毒","廣告",,,"https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E8%98%87%E5%B7%9E%E6%96%B0%E5%A0%B1&listNo=1677466"
"社會日報","1940-02-17","3","579479","德國白濁專藥","德國戚爾鄧大藥房、上海柯爾登洋行","中西藥業  ","梅濁剋星  ","https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E7%A4%BE%E6%9C%83%E6%97%A5%E5%A0%B1&listNo=579479"
